roi,quantile,R0,Rt (week 0),Rt (week 1),Rt (week 10),Rt (week 11),Rt (week 2),Rt (week 3),Rt (week 4),Rt (week 5),Rt (week 6),Rt (week 7),Rt (week 8),Rt (week 9),Rt-by-week,car (week 0),car (week 1),car (week 10),car (week 11),car (week 2),car (week 3),car (week 4),car (week 5),car (week 6),car (week 7),car (week 8),car (week 9),car-by-week,extra_std,ifr (week 0),ifr (week 1),ifr (week 10),ifr (week 11),ifr (week 2),ifr (week 3),ifr (week 4),ifr (week 5),ifr (week 6),ifr (week 7),ifr (week 8),ifr (week 9),ifr-by-week,loo,q,waic
Algeria,0.5,3.7748184621106526,3.434405436040937,3.2533169159165776,,,3.0248966341663683,2.781620226158257,2.5778042971897284,2.4200139041647115,,,,,,0.09817680257093078,0.12475391873223698,,,0.14344456788142335,0.16370280241262491,0.1858875539947559,0.21455405633747482,,,,,,1.0669276954439595,0.007476722799342021,0.013712591057213572,,,0.01786917956898154,0.02180493706055985,0.027164720677259557,0.034953066685668555,,,,,,908.0812447820126,0.14518793937310426,908.0365645463562
Algeria,0.75,5.7755923460596605,5.458247170074532,5.053919018856902,,,4.481283594304939,3.9841853765404056,3.5285518262838176,3.23330043644225,,,,,,0.18156915778972035,0.23080239833055638,,,0.2575230375427704,0.2964630689594895,0.3542197884049443,0.4122598609812251,,,,,,1.1288516426708473,0.013806076826034167,0.025862607663757652,,,0.03336209858910359,0.04066384863734691,0.051551329664956964,0.06667357975497866,,,,,,937.7550523297452,0.2809261589270071,937.7019389981581
Algeria,0.975,14.55663607107396,13.40459125232961,12.168162907000825,,,10.484715671834117,8.684461497203738,7.307367352074003,6.428909013617796,,,,,,0.9709280583271249,0.9070823149741261,,,0.8877704524316183,0.8828337338989346,0.8915404677884243,0.9063276846807365,,,,,,1.2550430615807402,0.06464492482875965,0.10026124398116666,,,0.11229665062350581,0.1186418336521864,0.12812198899646784,0.1476763050911171,,,,,,994.3087879890387,0.7309828366596456,994.2396024672788
Algeria,max,53.46645536823026,49.154026673101676,46.89002711465058,,,39.76827235157786,33.71598692024347,33.11167752967961,30.84118395976862,,,,,,1.4988025304149983,1.0749405104064522,,,1.0147602058415495,1.0034343993500299,0.9991839859618457,0.9979526778916812,,,,,,1.5011354312716603,0.17444562419867557,0.21395534865815416,,,0.23119258865995782,0.2397586584176125,0.24432823614174357,0.2713604720730995,,,,,,,1.7690383722095322,
Algeria,mean,4.904032361340139,4.545693367066667,4.215369658713294,,,3.7959006676101854,3.3777888462441146,3.0421028623430537,2.8140673840969295,,,,,,0.16953262931084673,0.19219903297585444,,,0.20632254721774115,0.22497761501107771,0.25305149760346757,0.28733649307167614,,,,,,1.0707409949316178,0.012641426734678367,0.021754065263496485,,,0.026698170659056802,0.03102159806824311,0.03725640187675038,0.047128056677788535,,,,,,908.0812447820126,0.20359039944248844,908.0365645463562
Algeria,min,1.043180304827598,1.0448585948203444,1.0482638627537282,,,1.0536267728289792,1.056617408543099,1.0567065823662103,1.0567176295616971,,,,,,0.0033520935167446523,0.00021817551030487936,,,0.00023238166414005348,0.00029300586972273534,0.0004115931740522497,0.0005338842350306862,,,,,,0.7672103854234156,0.0002598595749184282,2.739547222901045e-05,,,2.106054048889049e-05,2.6621043307461775e-05,4.9634607566101893e-05,8.493772167164615e-05,,,,,,,1.7539808220446013e-05,
Algeria,std,3.457928386874677,3.232776078187929,2.9180549415666666,,,2.4723565760521766,1.9993263360781017,1.6220990742313806,1.3993568067390996,,,,,,0.21449200152597422,0.20447339864454428,,,0.20285328583743054,0.20523813017087067,0.21485774870718896,0.23056577934546796,,,,,,0.08886161613874241,0.01607512268088071,0.024689694294030784,,,0.028015516242301766,0.0299856571290932,0.0328669180095878,0.03897968604263839,,,,,,43.99445290177672,0.1980860153228007,43.98194997504094
Andorra,0.025,1.276350164932021,1.2495913702196457,1.2173692107469412,,,1.1814474666461823,1.1243102599579062,,,,,,,,0.019901957570181733,0.020073618614019583,,,0.021456814613024823,0.0230118376829228,,,,,,,,1.1399646575151894,0.0011249246108047774,0.0019485998559707785,,,0.0026523527711460313,0.003420700134403824,,,,,,,,447.47111012099776,0.005451805014826527,447.3954016802267
Andorra,0.25,2.3624085524100544,2.258412995359693,2.1614295266882833,,,1.9735327628485948,1.768199679737454,,,,,,,,0.04694302874081237,0.057091741993888695,,,0.06519890422938575,0.07214716695242099,,,,,,,,1.3024577111504974,0.0028708449501548268,0.005837355476511024,,,0.008501292243787054,0.010999234977206163,,,,,,,,489.6733916953091,0.05861194536933364,489.55411398292136
Andorra,0.5,3.824922937291923,3.7067416936919155,3.5019884251164783,,,3.1766853405131354,2.7831320169674028,,,,,,,,0.07866124825373225,0.10067261340574724,,,0.11716746722453711,0.12970335750589948,,,,,,,,1.4007298502530023,0.00485931397603207,0.010569793538897958,,,0.015774553224351874,0.020650484356947253,,,,,,,,511.8169754376069,0.14027883397104002,511.6748368802922
Andorra,0.75,5.9389528947996055,5.77311643463214,5.500202489312579,,,5.081859404734669,4.548482243852875,,,,,,,,0.13629819426872397,0.17919450229980408,,,0.21032641911001654,0.23403459348079805,,,,,,,,1.5025517107919057,0.008716626802000664,0.019275955542479396,,,0.02907039086503283,0.038311810520721364,,,,,,,,533.9605591799047,0.27917913010744616,533.7955597776631
Andorra,0.975,14.43506632188635,14.739557328951573,14.882764749872319,,,14.575241257728099,13.206293715210753,,,,,,,,0.49236709772909937,0.5487730910918222,,,0.5864649322938636,0.6302067670233973,,,,,,,,1.7252099205430476,0.03338205928495565,0.06270958342436467,,,0.08758854549824939,0.11013661723810085,,,,,,,,576.1628407542161,0.749594961194805,575.9542720803577
Andorra,max,73.239385166667,67.96112516798694,96.19783972710876,,,123.93921412099007,110.30321584364572,,,,,,,,2.995346935865532,1.481413162420188,,,1.2215568328507362,1.1204921772146708,,,,,,,,2.224914158208156,0.23116345893407783,0.31291780225724863,,,0.33816976865855153,0.3504600387881931,,,,,,,,,2.2056594398684024,
Andorra,mean,4.776887013743726,4.711606582580639,4.570637722815118,,,4.276591989796012,3.848719428619283,,,,,,,,0.12439342082235,0.146961855601424,,,0.16558615341537153,0.18076804054383142,,,,,,,,1.4076732356066555,0.007946453251259825,0.015979469792679397,,,0.023112681418673526,0.02976963328106513,,,,,,,,511.8169754376069,0.2021870303381654,511.6748368802922
Andorra,min,1.0275214895169673,1.0134045870976822,0.9315050679172678,,,0.5855160041614944,0.28907639278812747,,,,,,,,0.004813852949305281,0.0028050064687529996,,,0.0024323236648588617,0.0016081710089180423,,,,,,,,0.8965255921357921,0.0002494297507294216,0.00031173589680759997,,,0.0003134769401217613,0.00021087941421456092,,,,,,,,,2.086992457623623e-05,
Andorra,std,3.7307788898506855,3.925572732490269,4.107114042872276,,,4.122952404661457,3.803057822310794,,,,,,,,0.17351522201949027,0.15364161422098446,,,0.15645333238594844,0.16247181524226983,,,,,,,,0.14918819390637414,0.011599225610049977,0.018385915353866945,,,0.02370703336920136,0.028787396559199572,,,,,,,,32.83012638199534,0.20081975908759725,32.79623284258971
Antigua and Barbuda,0.025,1.248071596838315,1.0679965467597068,0.8267371575704187,,,0.5208075127838974,,,,,,,,,0.02314454013144917,0.01895787799232677,,,0.016765448791745595,,,,,,,,,2.296140560577268,0.004093482426334286,0.005822260361809777,,,0.0058759858571396685,,,,,,,,,67.74234412127223,0.004564485716637536,67.74152089350122
Antigua and Barbuda,0.25,2.5571785987593856,2.1191739109323673,1.8619975178468609,,,1.5310062844043077,,,,,,,,,0.09030255772745532,0.11576020326306764,,,0.12886255258151486,,,,,,,,,2.9504944137897926,0.018409122111830895,0.038202053228355404,,,0.050925953230673685,,,,,,,,,94.70162768141113,0.05109960429305388,94.70023541261351
Antigua and Barbuda,0.5,4.287377730240923,3.5576077557390535,3.137581330006398,,,2.6334628107674436,,,,,,,,,0.23917363630710964,0.3423907416949731,,,0.3877582407861798,,,,,,,,,3.3538910577053533,0.0474109158960894,0.11246968765472931,,,0.15521588822391585,,,,,,,,,108.84719353417464,0.12276595550593533,108.84550268892201
Antigua and Barbuda,0.75,6.948218615226719,5.989696824194369,5.387398991552265,,,4.69103599904437,,,,,,,,,0.6705025763092572,0.8394217678113651,,,0.8670060569081134,,,,,,,,,3.8146893632368495,0.12183022742063648,0.27553948097958203,,,0.3599124611815598,,,,,,,,,122.99275938693815,0.2496525598274951,122.99076996523051
Antigua and Barbuda,0.975,15.044653831755266,13.926670700760097,13.512975719998417,,,12.674100607496674,,,,,,,,,1.329892704052813,1.2977544674867072,,,1.2824729664186874,,,,,,,,,4.909124667932175,0.46277526329985436,0.7915139137652296,,,0.8776401159477852,,,,,,,,,149.95204294707705,0.6677090705113362,149.9494844843428
Antigua and Barbuda,max,51.72145914975847,50.41885738520373,66.26131781475347,,,78.53979461216379,,,,,,,,,15.474978366281542,12.553331216023063,,,12.8160802675502,,,,,,,,,6.903756566884631,8.016999111990504,12.270245036752408,,,9.958071863378276,,,,,,,,,,2.028588419742754,
Antigua and Barbuda,mean,5.307899313765202,4.610953673675728,4.208880757375343,,,3.696434249376009,,,,,,,,,0.41382855136109736,0.48334728478971556,,,0.5032949250088978,,,,,,,,,3.4220072415097325,0.09713915621965666,0.19521572556205694,,,0.24306604270126236,,,,,,,,,108.84719353417464,0.1802686235910224,108.84550268892201
Antigua and Barbuda,min,1.0015052520635108,0.16304232961930404,0.09778043076970097,,,0.036665945827786484,,,,,,,,,0.003410987703841251,0.0008140198020873598,,,0.00022593705091390404,,,,,,,,,1.4526407199548947,0.0006837850037579538,0.00028976351358470364,,,6.369476373153077e-05,,,,,,,,,,9.633212111499112e-06,
Antigua and Barbuda,std,3.816425190717042,3.593928654787881,3.5696361692460146,,,3.4966565295111436,,,,,,,,,0.44397081853043424,0.4378882111483072,,,0.43381527786600554,,,,,,,,,0.6687000521486175,0.14824515434445293,0.24209518013559875,,,0.26549609611078073,,,,,,,,,20.97224731532427,0.18317548741830078,20.97180464520968
Argentina,0.025,1.8447291502973253,1.8318575728879563,1.8153187232557877,,,1.7895396884675812,1.7591992802394558,1.7198975533794996,,,,,,,0.013676897645745045,0.009976871138963702,,,0.011120295851334186,0.013741373599092367,0.016683985966378493,,,,,,,1.0371486094937197,0.0006010444157613398,0.0005715706542273247,,,0.0007264393537171405,0.001083290142362428,0.0015885508847750848,,,,,,,721.9574063739359,0.005518362472981333,721.8473007298999
Argentina,0.25,3.0528792602719497,3.016379691894133,2.9885709200073984,,,2.9494289441278747,2.894361794597802,2.8344233220727864,,,,,,,0.03353394509488288,0.03265348947548671,,,0.03762805374842501,0.046815940038497296,0.05854173983124657,,,,,,,1.1489752467159065,0.001532786002535188,0.002011128318950088,,,0.0025972441991205237,0.003869318345331942,0.005887691810505192,,,,,,,779.922260254996,0.059493257757437024,779.7164258823534
Argentina,0.5,3.996077031994668,3.9714173480593953,3.9467655637578383,,,3.900467608896301,3.843544518843293,3.7707013958296267,,,,,,,0.055948374789935404,0.05789171319863522,,,0.0678354515461565,0.08520730221588976,0.1067556208579225,,,,,,,1.2153729337417873,0.002641507657570317,0.0036985325118639276,,,0.0049202701594004035,0.007317741001689873,0.011016394032429024,,,,,,,810.336483091863,0.1407560732967691,810.0804197496158
Argentina,0.75,5.297892081920059,5.28728981551026,5.257560409798313,,,5.2081847153461895,5.129674030731575,5.0476865849481936,,,,,,,0.0969368157996159,0.10928281266400455,,,0.13434259395541853,0.1678430159763355,0.20680585433465598,,,,,,,1.2883760379934346,0.004715966126982222,0.007215748048653058,,,0.0100828544502793,0.014725127849065218,0.0215421869485238,,,,,,,840.75070592873,0.2728636768166088,840.4444136168781
Argentina,0.975,9.854524563039122,10.054363109579326,10.130347402600869,,,10.031480712967738,9.920535817549943,9.807756069612516,,,,,,,0.3216575693619275,0.3422568512470411,,,0.4219652585235245,0.5303625171759592,0.6169576419727769,,,,,,,1.4346558337779678,0.01612043014678311,0.024062144911543026,,,0.03409542248577696,0.04913611612519218,0.06808288569042817,,,,,,,898.7155598097901,0.7288018529163895,898.3135387693317
Argentina,max,40.994624058845844,53.080999760673045,65.20296140231864,,,73.24216816298788,73.74433936615786,65.1777338621438,,,,,,,1.7314803919835564,1.1010448893947637,,,1.0181324941550458,0.9977143889855923,0.9940491198252944,,,,,,,1.6614553596943582,0.08042235515608984,0.10691949484078045,,,0.12813629284121522,0.14121183389715533,0.18219984717654342,,,,,,,,2.329631859018634,
Argentina,mean,4.463815292002954,4.462064301307364,4.453186102377671,,,4.42011171176934,4.3596373852139605,4.270558137762958,,,,,,,0.0843288464175966,0.08932937016673818,,,0.10782025565476784,0.1344108854934377,0.16246825507384832,,,,,,,1.2213163488932317,0.004067649540905315,0.005954086781745886,,,0.008223834935219753,0.011964252155786134,0.0172192338023254,,,,,,,810.336483091863,0.19944389234949403,810.0804197496158
Argentina,min,1.0813231217010844,1.081735093879337,1.082537535735141,,,1.0837244703773063,1.0843103774365208,1.0842523474256904,,,,,,,0.0021547519460712802,0.0004322047246188711,,,0.00043027822890540594,0.0005380172453748893,0.0006499586344547745,,,,,,,0.8866317526202437,8.387191530886443e-05,2.2871959562110544e-05,,,2.4343510139979342e-05,4.259544854955891e-05,6.321151097564568e-05,,,,,,,,7.193467417177884e-06,
Argentina,std,2.1816238349541046,2.28123041045348,2.3923149971521958,,,2.4760803322201315,2.4793067610744495,2.3756055603030863,,,,,,,0.10202296857078254,0.09938844132356728,,,0.1150831941969281,0.13757899857288403,0.15709999092759522,,,,,,,0.10176006925204056,0.004993482540257057,0.007243012963925088,,,0.009657105218591089,0.013194984118690375,0.017746346796709507,,,,,,,45.092194252062775,0.19904904534353887,45.01772467029368
Armenia,0.025,2.288227883539769,1.902740818745049,1.662989778083977,,,1.5474846629340266,1.45549005381173,1.3815419205124844,,,,,,,0.03768060056610166,0.05656709345355299,,,0.07221749427226046,0.08271541942595272,0.0883282982044987,,,,,,,0.8578390710371516,0.0009730058690376417,0.0024250773337199955,,,0.004235446146811556,0.0061001532643944435,0.007430637262655248,,,,,,,553.0638281314184,0.005673194834387903,553.040155633627
Armenia,0.25,5.282463286162939,4.778654307337557,4.3960753372875905,,,3.8338401504698245,3.2147116689361575,2.6207689611233382,,,,,,,0.09768640437369704,0.15368091192334246,,,0.1893485693450568,0.21409492433496602,0.22974324629496629,,,,,,,0.9907542852728329,0.0027036924390391203,0.007302129391119475,,,0.012109975059773343,0.016557715390372724,0.020155892486836365,,,,,,,599.5737762702739,0.05708912150420786,599.5467842722488
Armenia,0.5,8.388765646160635,7.888249973471094,7.380936715364353,,,6.696225227911659,5.882133377786554,4.986463974221091,,,,,,,0.161745717666664,0.2508445742708024,,,0.300896320955264,0.33301557170178275,0.35593145676937465,,,,,,,1.069593884501803,0.004583067240953125,0.012560364321190953,,,0.020115640499430053,0.02661717016508889,0.03183204868032501,,,,,,,623.9775974155643,0.1345949502058124,623.9488636721012
Armenia,0.75,12.644706419447072,12.045061258192503,11.494016707555762,,,10.750869906094405,9.818617635464856,8.498414921324304,,,,,,,0.2620247585587336,0.38648117823102185,,,0.4455642079299716,0.48400298777977974,0.5113842578457963,,,,,,,1.1501501628833766,0.007681147233751853,0.02038336622802521,,,0.030914107460071463,0.039718807634245484,0.047117738203511575,,,,,,,648.3814185608547,0.2676855975473642,648.3509430719536
Armenia,0.975,24.967809591422785,24.177383071370787,23.543240573068047,,,22.402395038173598,20.682751983014338,17.812877794131765,,,,,,,0.6137394575297136,0.735943476180407,,,0.7768599290826307,0.8041850032177081,0.8237246969129408,,,,,,,1.3296538944755298,0.019717885697963,0.04446557882398462,,,0.06124374476883973,0.07374910885553257,0.08505719905250282,,,,,,,694.8913666997101,0.7074316302267432,694.8575717105754
Armenia,max,104.14166990221109,103.40031847236912,101.44269427406934,,,94.57311567343709,95.90506840919336,95.90528437068359,,,,,,,1.219750831167191,1.0267706771898975,,,1.0080232039319836,1.001465600373975,0.9985644048146615,,,,,,,1.7129915792015022,0.08119432930197369,0.161411820475958,,,0.19404678404296247,0.2093572025432918,0.2169745164072666,,,,,,,,1.7653943075061922,
Armenia,mean,9.749307374082354,9.195140055712415,8.722705038379708,,,8.0896898789266,7.284890549814877,6.233002252663207,,,,,,,0.20388095987328597,0.29001561393670927,,,0.33476015175687013,0.3639285754698088,0.38381083051340803,,,,,,,1.0748351022930873,0.006039213234575109,0.015381076055630018,,,0.023401936181477522,0.03008273192974818,0.03563291040837836,,,,,,,623.9775974155643,0.1930208484233713,623.9488636721012
Armenia,min,1.030682384421589,1.029963750939077,1.023376421405904,,,1.0208137179725623,0.9940312353620714,0.9942503406896128,,,,,,,0.00840823614535113,0.010404596439271092,,,0.00586395487278799,0.002872882883826172,0.0015370429895613209,,,,,,,0.6728335184031656,0.0001444869872303057,0.00039638329799610874,,,0.000492131647950456,0.0003052165753273579,0.00017579643475364648,,,,,,,,1.9324659812802878e-05,
Armenia,std,6.180033533128074,6.095114312724165,6.011186739373883,,,5.863672847723823,5.504587249662806,4.749709949303524,,,,,,,0.15489315431459488,0.17994259157569156,,,0.18732886002300467,0.19216677882104422,0.19663211583150322,,,,,,,0.11980164871857371,0.0050990940290415844,0.011246872717964486,,,0.015187188372442227,0.018045101493153956,0.020650803764911924,,,,,,,36.181159370021405,0.19042512089468416,36.178577054370905
Austria,0.025,1.670613517907831,1.6726592003500917,1.6742373690237249,,,1.673059624824166,1.6728842188164676,1.673312500679626,1.6708022229294535,1.6543919788553818,,,,,0.014009394567521689,0.01140358776776606,,,0.011374133713640206,0.012367023436462381,0.014841188124385977,0.018147248666203458,0.020924353278230678,,,,,1.0680986101927983,0.00035493279621106395,0.0003634604959858525,,,0.0003762095955014529,0.00044580001997334085,0.0006544477570153922,0.0010951402412149324,0.0017087540473532479,,,,,1150.7336544524348,0.0050878825104306935,1150.716998496574
Austria,0.25,2.4584396965278836,2.4485941167872887,2.43897940532229,,,2.431595377062978,2.4253300691847133,2.4177761166047076,2.402658383359281,2.354638423311278,,,,,0.032886024867746375,0.02960234167504503,,,0.030871091205461013,0.035154643168800806,0.04447344668908613,0.057889612918173364,0.07001685538356409,,,,,1.1820570711019283,0.0008828875825606285,0.0009983386534429648,,,0.0010833233713930834,0.0013528973754939363,0.0020821509934473886,0.00362863360916858,0.005815004412929644,,,,,1235.7586386642715,0.056260387440236315,1235.7416425501835
